	cell type: Hematopoietic stem cell_CD133+ CD34dim_to_cell type: Hematopoietic stem cell_CD38- CD34+	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Common myeloid progenitor	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Early B-cell	cell type: Early B-cell_to_cell type: Pro B-cell	cell type: Pro B-cell_to_cell type: Naïve B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cell class able to switch	cell type: Naïve B-cells_to_cell type: Mature B-cell class switched	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD8+ T-cell	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD4+ T-cell	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Central Memory	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Central Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory RA	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: NKT	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56+ CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16- CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Plasmacytoid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Myeloid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Granulocyte/monocyte progenitor	cell type: Common myeloid progenitor_to_cell type: Megakaryocyte/ erythroid progenitor	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Erythroid_CD34+ CD71+ GlyA-	cell type: Erythroid_CD34+ CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA-	cell type: Erythroid_CD34- CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA+	cell type: Erythroid_CD34- CD71+ GlyA+_to_cell type: Erythroid_CD34- CD71lo GlyA+	cell type: Erythroid_CD34- CD71lo GlyA+_to_cell type: Erythroid_CD34- CD71- GlyA+	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Colony Forming Unit-Megakaryocytic	cell type: Colony Forming Unit-Megakaryocytic_to_cell type: Megakaryocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Granulocyte	cell type: Colony Forming Unit-Granulocyte_to_cell type: Granulocyte (Neutrophilic Metamyelocyte)	cell type: Granulocyte (Neutrophilic Metamyelocyte)_to_cell type: Granulocyte (Neutrophil)	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Monocyte	cell type: Colony Forming Unit-Monocyte_to_cell type: Monocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Eosinophill	cell type: Granulocyte/monocyte progenitor_to_cell type: Basophils
MBD2	0.00081594	0.013297	0.001928	-0.00029049	-0.00020924	0.10946	-0.0010812	-0.00051646	-0.00072364	0.00020143	-0.011368	0.00015695	-0.00058994	0.00069705	-0.00010679	-0.035984	0.00098056	0.00024843	-0.0089102	-0.00011276	-0.00086883	0.0004628	4.303e-05	-0.00020603	-0.00027205	0.00085252	-0.0149	-0.00061732	-0.046451	0.036988	-9.6348e-05	-0.00088031	-0.00026765	0.00040264	-0.012796	-0.00086605	-0.0003542
EWSR1	0.00020352	0.0040642	-0.056951	-0.00087685	0.060553	-0.030103	0.00011144	7.7527e-06	0.020087	0.00082954	-0.00014293	-0.066666	-0.00026812	4.3432e-05	0.00042861	0.00043161	-0.00092621	0.00017244	-0.00020352	-0.0002001	-0.00068057	-0.00046692	4.2859e-05	-0.00040211	0.00011957	0.0006575	-0.067417	0.019136	0.00045636	-0.00024891	-0.00037492	0.00057921	-0.00032854	-0.00014744	-0.00030222	0.00054689	0.00050232
SF1	0.035824	0.00015118	0.00046172	-0.00084757	0.00033849	-0.00085414	-0.00067829	-0.00049982	0.00013485	0.00059354	0.013792	-0.0091133	0.00057792	-0.00083919	0.020752	-0.00061369	0.00035442	-0.00094164	-0.00049199	-0.00064944	0.072181	0.0055693	0.00078027	-0.00029634	0.00042129	-0.0048003	0.012045	-0.00036192	-0.0010209	-0.00020817	-0.00065319	-0.00038125	0.040701	-0.020124	-0.00089892	0.00090649	0.0042631
IKBKB	0.00088518	7.0496e-06	0.0002621	-0.044149	-9.5514e-05	0.033419	-0.00055383	-0.00033952	0.0005109	-0.0010111	-0.00010714	-0.088839	-0.098827	0.15605	0.0053358	-0.10047	-0.068686	-0.011423	-0.039094	-0.04786	0.00065987	0.0040902	-0.03586	0.027918	-0.0095419	0.0005225	0.00048516	0.00033688	0.0003742	-0.024122	0.0051696	-0.013294	-0.00099991	-0.042925	-0.00089917	-0.060914	-0.00011469
HDAC2	0.00086537	-0.00090472	0.0086597	-0.017793	0.0085931	-2.7828e-06	0.0011095	-0.00032364	-2.6659e-07	-0.00019479	-0.00064784	-0.00030938	0.00013038	0.00057945	8.6741e-05	0.00010725	-0.00054305	0.02135	3.7814e-05	-0.00041137	0.00091533	-0.00078026	-0.001903	-0.047765	0.050022	-0.0002797	0.0018021	-0.00073154	0.00051519	0.0009524	-0.0067358	0.00037087	0.011465	-0.00085323	0.054111	-0.049243	0.00013293
PRPF6	0.00060591	-0.00042582	0.00074315	-6.5241e-05	0.0060942	-0.00045514	-0.0094795	0.0003295	0	-0.00050591	-0.00087956	0.00050591	0.00090655	0.062142	-0.00027371	-0.010358	0.00013045	0.00043498	0.00011733	0.00047721	-0.00033364	-0.00073531	-0.00051827	0.0013474	-0.0004265	0.00032096	5.7761e-05	-0.00035558	-0.00026444	-0.00032923	0.00071715	0.00081579	0.00051274	3.9794e-05	0.00050716	0.0097772	-0.015658
RARA	-0.0028833	0.00041434	-0.00062188	-0.00032517	-0.00050218	-0.00092268	-0.00082737	0.00026606	0.00051323	7.9503e-05	3.2259e-05	-0.14814	-0.00063555	0.00047904	-0.040504	0.029489	-0.00053474	1.0725e-07	-0.00066041	0.0017176	-0.00062642	-0.0052932	-0.00071958	-0.0010412	-0.00062912	0.00051937	-0.00029592	0.00034369	-0.0011497	0.096884	0.00057058	-0.0002457	0.00023424	0.00045161	0.010772	0.01731	-0.22154
RARB	0.00036126	0.00021884	0.00015424	0.00043278	-0.00078901	-0.00055949	-3.0144e-07	0.00077512	0.0003219	0.00073272	0.00029712	-0.00089054	-0.00062589	-0.00081672	0.084446	0.00040339	-0.00028261	0.00046166	0.00046005	0.00062366	0.00022557	2.6589e-05	-0.00036725	0.00061007	0	5.1303e-05	0.00044062	0.00041935	2.5562e-05	8.7307e-05	-0.00023346	0.0097442	-0.00068697	-0.00058834	-0.00010559	-0.00073172	-0.00091543
RARG	0.001121	0.00070691	-0.00057884	-0.03379	0.00032322	0.00067373	-0.00095446	-0.00012309	-0.0001555	0.00096355	-0.032944	0.024915	0.084298	0.00086032	-0.00020376	-0.00069788	0.00059804	-0.0002517	-0.00019944	0.00075638	0.00082218	0.00012707	0.00057021	-0.00039495	-0.00021704	-0.0006315	0.00038283	0.026552	0.00014847	0.088317	0.00010076	-0.0008158	0.0010393	-0.00032094	0.0002555	0.00013653	0.00081783
SIX5	0.00066527	-0.00025921	0.0010258	-0.012284	0.0066358	0.017899	0.00058704	-0.028914	-0.0068149	-0.0003611	0.00014688	0.00089699	0.00032569	-0.031748	6.9284e-05	-0.00041686	0.025623	-0.0048589	-0.00086024	-0.0024815	0.00058999	-0.00057897	0.045437	-0.14041	0.041924	0.00070422	0.028365	-0.00023274	0.00092339	-0.048386	0.030036	-4.4764e-05	-0.00077306	0.0086723	-0.012187	0.020914	-0.011414
NFE2L1	-0.019106	4.347e-05	-0.00017951	0.0002255	8.4648e-05	-0.00047717	0.00070922	-0.00033148	0.00050861	-0.00046201	0.00061334	-3.305e-05	-0.00035728	-0.00031842	0.00022376	-5.3959e-05	0.00044756	0.00015133	-0.00017395	0.00026223	0.00010786	0.00012942	-2.4986e-05	6.8685e-05	-0.00028721	-0.00033644	0.042622	-0.00067257	-0.00016964	0.00030249	-0.00027726	-0.00042876	6.3614e-05	-2.9523e-05	-0.00030537	0.00089949	-0.00026076
SIX1	0.0001996	0.00056406	-0.00038812	-0.00016028	0.00043651	0.020395	-0.0052933	0.00026246	0.0059664	-0.061613	0.31447	-0.00036881	-0.065973	-0.091099	0.008239	0.040553	-0.004528	-0.00045111	-2.6696e-05	-0.00081433	-0.00019172	0.03075	0.0001105	-0.00019476	-0.00093948	-0.00014204	0.026141	-0.026065	-0.045628	0.0445	-0.00055088	1.1733e-05	7.8701e-05	-0.028225	-0.011679	-0.050195	0.00030467
KLF4	-0.0055135	-0.0064357	0.00082931	0.086199	-0.076572	-0.034867	-0.0006521	-0.0002164	0.00053754	-0.00098643	1.1981e-06	3.2273e-07	0.00071216	-0.00038281	-3.2522e-05	0.069583	-0.052949	0.00073471	0.00065792	-0.0007068	2.1845e-05	-7.5803e-05	-9.927e-05	0.0080544	-0.017475	-0.00057514	-0.00061948	0.089545	0.00044681	-0.077897	0.0059744	-0.00085557	0.00090534	7.7349e-05	-6.812e-05	0.052165	-0.03147
FOXF2	-0.00035157	-0.00073989	-0.00026174	-0.00054322	0.00019917	-0.021683	-0.00079858	0.00074861	-0.11864	0.078092	-0.15091	-0.00029855	0.062597	0.054318	0.037955	0.0011793	-6.9691e-05	-0.0016354	0.0090249	0.00082742	-0.00080698	0.00052299	-0.0094846	0.026877	-0.00050966	0.0006768	-0.00056429	0.00032217	-0.00041237	5.0391e-05	-0.0049897	-0.030995	0.042595	0.00084849	0.0006813	-0.00070351	-0.00081281
ZNF263	-0.059903	0.00053966	-0.0082657	-0.00090741	-0.00018124	0.0011403	0.00029239	-0.00026139	0.037672	-0.0076804	0.0054156	-0.00060024	-0.1031	-0.034652	-0.040829	0.025963	-0.061571	0.0072174	0.00071904	-0.0016375	0.0003413	0.00033859	0.00063878	-0.00026824	-0.00037026	-0.00066165	0.023113	-0.021304	0.00076632	-0.031847	0.069708	-0.056099	7.3253e-05	-0.019949	0.00011971	-0.00037185	2.7092e-06
PGR	0.00068384	-0.00038219	8.8543e-05	-0.00048002	0.00032081	-0.00031021	-0.00061379	0.000561	0.00024739	-0.00039145	0.00049443	-0.046234	0.00022639	4.3036e-06	-0.00069021	-0.00091868	0.00018659	0.038079	0.0011327	0.00087935	-0.064081	-0.00079939	9.3172e-05	-0.028892	0.069818	-0.00027883	-0.00088399	-0.00017702	6.4356e-05	-0.00015753	-0.00012458	0.00055991	-5.2193e-05	0.00079939	-0.00039715	-8.042e-05	0.00086411
RELA	-0.031575	-0.0011297	-0.00087907	-0.00035221	-0.0070908	0.00062793	4.2272e-05	-0.00031532	-0.00044711	-0.020815	0.0097935	-9.8554e-05	-0.032002	-0.0023931	-8.8763e-05	-0.00065001	-0.0018878	8.3895e-05	-0.031191	-0.0005535	0.00508	-0.00083019	-0.013171	-0.088799	0.10608	0.00038304	0.00046377	0.00062828	0.048462	-0.090832	-0.00079781	-0.00024358	0.00080671	-0.027316	0.023614	0.00034862	0.00069271
HDGF	0.001174	-5.3658e-05	-0.00021203	0.0051546	-0.00048341	-0.0012943	-0.012222	0.00061107	0.046749	-0.024311	0.048664	0.02432	-0.047167	-0.031843	-0.032597	0.00016544	-0.00055194	-0.00014547	-0.0036037	-0.033277	-3.6941e-05	-0.00055254	-0.00058145	-0.015776	0.035978	-0.020265	0.015486	7.7561e-05	-0.021896	0.00026412	-0.03425	0.023417	0.027776	0.00044587	-0.0003057	-0.00052473	0.00043499
WT1	-0.00049278	-0.013076	-0.00073244	0.039736	-0.0008235	0.017049	-0.00072871	-0.00071955	0.00017488	-0.0046127	0.00011635	-0.00028809	0.092323	0.077444	-0.062267	0.048182	-0.12101	-0.00033845	-0.066476	0.00093183	-0.00074734	0.012852	0.00013446	0.013568	0.00033196	0.00017336	-0.00042729	0.0012818	0.00060181	-0.040715	-0.00053418	0.013704	0.00052943	-0.00084304	0.00077917	-0.00080249	0.00094342
SCAND1	-0.00057497	-0.00033072	-0.026438	0.057718	-0.00033519	-0.00021285	0.00016384	-0.014073	0.00072063	-0.00018577	-2.0928e-05	-0.0005421	0.00054166	-0.00025008	0.00080683	0.00057813	-0.00072432	-0.00066794	0.000643	0.11279	-0.00044318	0.00061971	0.0011542	-0.00018228	-0.00038788	0.00082061	-0.00044516	1.4243e-05	0.00022942	0.00041867	-0.00056595	-0.00024011	0.0005889	0.00034168	-0.00063559	-0.00012956	-0.00049599
CNOT3	-0.00038285	-0.00075157	0.00028133	0.00020632	-0.00011328	-0.00012757	5.761e-05	-0.00036855	0	0.00026347	0.00049154	0.00061615	-0.00036819	0	-0.00058849	0	0	0.00039052	0.00052362	-0.00019197	-0.00025273	0.00047272	-9.3967e-05	0.00053688	-0.00022131	-5.8094e-05	0.00058806	-0.0005659	0.047911	-0.00043499	0.00010703	9.619e-05	0.00056878	0.00038509	-0.00013662	0.00027886	-0.00043973
SNAI2	0.003315	0.00021961	-0.00077869	0.016005	0.00048877	-0.00046064	-0.059027	0.00052938	0.00067325	-0.0003768	-0.02333	-0.074999	0.00023643	0.0096256	0.00076145	-6.3704e-05	-0.00113	0.00033105	0.00029346	-0.00027657	-0.00076612	-0.00011918	-0.00052931	0.00066335	-0.010771	0.00061677	0.0099308	-0.00072142	1.5755e-05	-0.0020492	-0.019945	-0.00015316	-0.00075371	-0.0006935	-0.00072127	-5.7846e-05	-0.00070064
SNAI1	0.00080696	0.00044009	-0.0029854	-9.5634e-06	0.00090421	0.0063637	0.0004146	-0.051256	-0.0062064	-8.5284e-05	0.0036307	-0.0027115	-0.00040386	0.063713	-0.00047084	0.00072373	-0.00052928	0.00093823	0.00038989	-0.00034161	0.0074553	-0.00079397	-0.00079397	0.00052796	0.00081383	2.1184e-05	0.00016835	0.00060898	0.0060136	-0.0047382	0.037598	-0.052193	-0.00061664	-0.014696	-0.033255	0.00063671	-0.057244
PTTG1IP	6.9061e-05	-0.00014313	-0.024889	0.00070297	0.02433	-0.0004414	-0.0004414	0.00080313	0.00020158	-0.00025779	-9.5138e-06	-0.010306	-5.4922e-05	8.9617e-05	-8.6907e-06	-0.00029655	-0.00065655	-0.00014107	0.00070098	0.0010017	-0.00014667	-0.0023318	-0.00041033	-0.00041932	0.00025583	-0.00027802	0.00067843	0.00062575	0.00048688	-0.00096196	-0.00065597	-0.0004599	0.042905	0.12233	-7.7616e-05	-0.0090296	-0.15432
RFX5	-0.00055687	-0.00023828	2.7242e-05	-0.013604	0.00037839	-0.00087924	0.0002218	0.00055488	-0.00019699	-0.00093565	0.00019949	0.00068721	-0.079853	-0.020727	-0.00022411	-0.00036906	0.00013496	-0.00033592	0.00010354	0.00057738	-0.00019274	-0.087839	0.00024373	-0.00059778	0.00043204	-0.00025028	-0.00071907	0.00082719	-0.00043647	0.00034513	0.088085	-0.00067148	0.0004984	0.13628	0.00056164	0.00045366	0.062083
ARID1A	0.00061614	0.00071967	0.00016109	-0.00044758	-0.00050373	-0.031652	0.12563	0.00071836	0.094245	0.0062446	-0.2191	-0.00019607	-0.0048513	-0.069759	-0.00029393	-0.00027997	-0.00047256	7.8969e-05	0.00044047	-0.00049747	-0.00038923	3.6842e-05	-0.00033338	-2.2449e-05	-0.00073017	0.00059038	-5.6765e-05	-1.9203e-05	-0.00022521	0.00015162	-0.013061	-0.0002726	0.012759	-0.00023407	-0.00072397	0.00050258	-0.042839
RFX1	-0.00062124	-7.3078e-05	-0.0010752	0.00045411	0.00023257	0.00028954	0.00059159	-0.00017028	-0.00063736	0.09693	-0.00033237	-0.19695	0.00038347	0.00063007	0.00095237	0.0002131	-0.00043153	-8.3519e-05	4.3316e-05	-0.00052977	-7.1843e-05	0.00028912	-0.027714	0.028167	-2.9899e-05	0.00037206	0.0013727	-0.00055817	0.00085635	-0.00026811	-0.00060422	0.00079379	-0.00038637	-0.00014608	-5.0716e-05	0.041751	-0.0001968
ZNF280A	0.00091751	-0.00015038	-0.00042083	-0.00087583	-0.00028532	0.05899	0.047563	0.00024499	0.00063571	0.00039958	0.0063496	-0.00064062	0.00074977	0.00029795	-0.019691	0.00018581	0.0004715	0.00049661	6.3782e-05	0.00069439	-0.00036247	3.977e-05	0.00027369	-0.00051627	0.00028235	2.5036e-05	0.0016694	0.00016235	0.0004639	-0.00034532	0.00064458	-0.00036052	-0.00015546	-0.00021336	-0.00099243	0.00077901	-0.00029992
ELK1	-0.00038389	-0.02116	-0.0001977	0.0006336	-0.00012355	1.422e-05	-0.021954	0.00024814	-0.000127	0.00074925	-0.12784	0.00096338	0.00032071	-0.0015237	-0.0007042	0.00076252	-0.054542	0.00026303	0.00074382	0.0002256	0.00093539	0.02238	0.011899	0.0045571	0.00030003	0.0035638	-0.00092837	0.00028872	0.00057272	-0.00077574	0.00021638	-0.00050577	7.9325e-06	-3.7241e-05	-0.00029669	0.0004572	-0.012264
ELK4	0.0020781	0.077408	-0.026648	0.022708	0.00057155	0.030673	0.00057976	-0.092446	-3.3919e-05	-5.2818e-05	-0.00034528	0.00089527	0.00010928	0.00010706	-0.04249	0.00013225	0.0007824	-0.00051172	0.00010245	0.00051637	-0.089767	-0.078123	-0.12288	0.0082767	0.00035228	-0.00023226	0.033263	0.00094407	0.043283	4.1737e-05	-0.0013618	-0.00061334	-0.00082895	0.00042538	0.00043754	0.00066076	-0.00030986
PLAGL2	-0.010514	-0.0008389	0.0003667	-0.00038492	0.00022942	-0.00043924	0.00088246	-0.00029027	-0.000197	-0.00063557	0.0006477	-0.00021721	-0.00052954	-0.00023332	0.00067956	-0.00057243	0.00081616	-0.00014938	-0.0007436	-0.0001932	0.063779	3.8496e-05	-0.00068016	0.00081351	-0.00047944	-0.00024643	0.031988	0.034293	0.00018871	-0.00011222	0.00065347	0.00014029	-0.00053305	-0.0006641	0.00046867	0.0043746	-0.063997
DBP	-0.00065945	-0.00038501	-7.1996e-05	-0.00076762	0.00045258	-0.00070974	0.00038709	-3.0479e-05	0.00091571	9.3958e-05	-0.00023436	-0.024229	-0.00045358	0.0011854	0.00064997	0.00015557	-0.00067621	0.00029201	-0.00012835	6.8077e-05	-0.00049659	-0.00045442	0.00013841	-0.00050161	0.00028788	6.3026e-05	0.00019273	-0.14944	-0.0007718	0.00056318	0.00067294	-0.0007704	-0.00042377	0.00038497	0.00058496	0.00012689	0.00038497
FOXP2	0.00044504	0.0007558	2.117e-05	-0.00077618	-0.05324	0.00068561	0.15678	-0.00067498	0.00011933	0.0001439	0.073252	-0.00069887	0.00062293	0.00048139	-0.044474	-0.00033429	0.00055828	0.00052748	-0.00042716	-0.00053469	-0.00042106	-0.00055024	-0.00050963	0.0081823	-0.00093754	-0.00044056	-0.00076083	0.059571	-0.03192	0.031108	0.00046207	-0.00069895	-0.00050337	-0.0060742	0.00076724	0.00024331	0.00022141
NFATC1	0.054527	-0.023386	-0.018589	-0.0009803	-0.00026653	-0.00014817	0.01237	0.00093227	-0.00086018	-0.026288	0.0001496	-0.00033043	-0.018957	-0.00030612	-0.00057697	0.012913	0.00022053	-0.05445	-0.025636	-0.031629	0.00014508	0.000636	-0.044799	0.037027	-5.2465e-05	0.011239	0.00020323	-0.0004423	0.076791	-0.00025725	0.077806	-0.0009084	-0.16411	0.030493	0.00081744	0.027671	-0.0003574
NFATC2	0.00085029	-0.0002774	-1.9826e-05	-0.013485	-0.024907	0.061058	-0.00071745	0.000731	-0.00024798	0.00062267	0.0005758	-0.00024853	-0.00019226	9.1889e-05	0.00093648	0.00058173	0.0005764	-8.075e-05	-0.036983	0.0008884	-0.00066429	-0.00032332	0.00072193	-4.3839e-05	5.7226e-05	0.0003958	-0.00076626	-0.00026003	0.013394	-0.00045579	0.12692	-0.093224	0.014599	0.00036216	0.0011642	-0.00011422	-0.00045291
NFATC3	-0.0012632	0.00011575	0.00020891	0.00061253	-0.00056701	0.00012947	0.00011539	-0.00062572	-0.00080209	2.9957e-05	0.00037433	0.00074527	3.0818e-05	-2.0293e-05	0.00055678	0.00025443	0.00086368	-6.1122e-05	0.016707	0.00025443	-0.011451	-0.00054074	-0.0011571	0.00042203	0.035503	-0.034628	-0.00087575	0.00087489	2.5906e-05	-0.00076163	0.00061048	0.00026277	-0.00043482	-0.00041246	0.0010919	0.00048885	-0.0005983
NFATC4	1.7312e-05	-9.3146e-05	0.00014975	0.0005594	0.00012087	-0.00069577	-0.0006211	0.00041381	2.3965e-05	-0.0003227	0.00022955	-6.8132e-05	0.00028473	0.00025322	0.00012857	-0.00012098	9.8409e-05	0.00036114	0.00040653	0.00010071	-0.00041212	0.00019459	0.00019148	-2.4189e-05	0.00078258	-0.00040583	-7.6756e-05	0.00012623	-0.00023131	0.00038088	0	0	-0.00031302	4.126e-05	-4.126e-05	4.6253e-05	-0.00051941
ZNF593	-0.013733	-0.00011837	-0.00072894	0.00094783	-0.00037169	0.00026782	0.00046262	8.043e-05	-5.4112e-05	-7.9906e-05	-0.0022514	0.066021	-0.00090881	-9.0091e-05	-0.00046614	-0.0081715	8.6586e-05	0.00055181	0.00029662	-4.9437e-05	0.00028756	0.00035208	0.00016186	-0.00030591	-0.00065912	0.029004	0.00082154	-0.029497	0.00039608	0.00064812	0.0003519	-0.00063526	0.00015497	-0.00055471	0.00077454	7.7868e-05	0.00043688
MED1	0.00018927	0.00056801	0.00047624	0.00034835	-0.00056859	0.083891	0.00027793	-0.066634	0.0015532	-0.014155	-0.00022669	0.038333	-0.00072865	-0.00091942	-0.00025058	0.00011867	0.036918	-0.0015371	-0.03657	0.0087689	0.00025658	0.00026924	-0.0093958	0.00091483	0.0089989	-0.13653	0.20233	7.0655e-05	-0.00024422	-0.000137	-3.9468e-05	-0.00088031	-0.00073409	-0.015709	-0.00035373	0.00027994	-1.2661e-05
TRIB3	0.00038557	-0.0098518	-0.00063682	-0.001008	0.00028759	0.00052867	0.00045235	-0.00014712	1.6489e-05	0.00042731	0.00096967	-0.065903	-0.00045781	-0.0037771	0.0005227	0.036986	0.05504	-0.00044132	-0.038226	-0.00044132	-0.0074443	0.031265	0.00060267	0.0091847	-0.00037687	0.00055103	-0.00036641	0.00025736	0.00065351	0.00076548	-0.00060131	0.031324	-0.00011406	-0.050908	-0.00023478	-3.3404e-05	0.011775
ZBTB7A	-0.00031685	-0.00048344	0.00046489	-0.00055153	0.00030175	-0.011941	0.00078818	0.029728	-0.00075769	0.022474	-0.016897	0.00022756	-0.00081027	0.0010034	0.00058194	0.00055485	-0.0011033	-0.00096936	-0.0029674	-0.00061427	8.0602e-05	0.017449	-0.0085493	0.00092508	0.0073906	-0.0010124	0.0002048	0.0004868	0.00092519	0.0008191	-0.0177	0.00024542	-0.025621	-0.00017534	0.00043558	-0.043996	-0.0019584
MYCN	-0.0047228	-0.00063004	0.00058767	7.9101e-05	-0.0008998	0.084649	-0.00029426	0	-0.011739	-0.00060105	0.00047514	0.00025882	0.011219	5.3881e-05	-0.011434	0.00040529	0.015052	0.017192	-0.023308	-0.00023902	0.00018397	0.00037973	0.00050066	-0.00041732	0.0012913	0.00043135	-0.048133	0.045634	0.029052	-0.15156	0.00093814	-0.00092086	-0.00025676	-0.00050373	2.0809e-05	-0.00049902	-0.07511
MKL1	-0.00070308	-0.0086203	0.00069166	-0.00096533	0.00052619	3.9128e-05	0.00012851	-0.00099695	0.00024855	-0.00081729	0.00039532	-0.00026568	0.051644	-0.00037905	0.0005733	0.00084066	-0.0005985	0.12665	-0.00019064	-0.0002438	-0.033402	-0.0007041	0.0091463	-0.00032278	0.00056675	-0.00046787	0.0009375	-0.00082259	-0.00031164	7.7237e-05	0.0024501	-0.00036997	0.0002071	-0.0075029	0.0005131	-7.5591e-05	8.8447e-05
RUNX1	0.050984	-0.028776	0.0007705	0.0011051	-0.00050527	0.00018021	0.00013361	1.5865e-05	0.016481	0.00097477	0.00051714	-0.038354	-0.0095767	0.00074596	0.00047008	0.03765	-0.00085194	-0.00011911	0.032634	0.00018029	0.059763	-0.00056593	0.00024171	-0.00066459	0.045861	-0.041292	7.8556e-05	0.00022372	-0.00021335	-0.00062297	-7.5039e-05	-7.3739e-05	0.00038132	-0.00018149	0.25996	0.00074471	5.0532e-05
NCOR1	0.14208	-0.00073018	7.7517e-05	-0.0065011	0.00045884	-0.00052615	0.00052935	0.00015317	-0.0064143	-0.00019714	0.00057334	-0.00017132	-0.00037249	0.00045147	0.00038182	0.00081962	-0.00033982	0.00013233	0.00036937	-0.0004366	0.0094377	0.005838	0.0070068	-0.014814	0.00019985	0.00075351	-4.3942e-05	-0.00043709	0.00017618	-0.00086584	-0.00054596	0.00093703	0.00026458	-0.091811	0.00074954	-0.00048306	0.00068213
CAMTA1	-0.00011662	9.4462e-05	0.00011396	0.00020312	-0.0034286	0.00058096	-0.00010463	-0.0001838	0.0006608	-0.00019127	5.3628e-05	-0.00039397	7.096e-05	-0.00032888	0.00043264	-0.00023062	4.3058e-05	7.3282e-05	0.00011396	0.00027406	1.9495e-05	-5.9274e-07	2.8319e-05	0.00066218	-0.00072413	5.3124e-05	0.00085393	-0.12312	-0.00050313	0.0004943	1.987e-05	0.000717	7.6058e-05	-0.00042935	-0.00025505	-0.00026661	2.0087e-05
ZNF184	-0.00016628	-0.00024092	-0.0002193	0.00038558	-0.00024558	0.00026508	0.00026377	-0.00015194	0.00014495	0.00016628	-0.00023454	-0.0005359	0.00022164	0.00017031	0.00028702	6.6171e-06	0.00012189	0.00058813	0.00016628	3.9432e-06	-0.00024136	0.00039406	0.00027514	9.3526e-05	-0.00042594	8.849e-05	0.00033887	0.00038846	0.00013206	-0.00076091	1.3133e-05	-8.0373e-05	-0.00069167	8.1832e-05	-0.00059135	-0.00022622	1.3133e-05
ZZZ3	-0.0042441	-0.00073422	-0.00033673	-0.00013128	0.00065881	-0.00065795	-0.00018662	0.00024798	-0.00086595	-0.00044146	0.07033	0.00038424	0.0004262	0.0019978	0.00068412	1.6401e-05	-0.0006313	-0.00055054	-3.7814e-05	-0.01568	0.00042586	0.00098135	-0.00051101	-0.00055711	0.009625	-0.00057136	-0.00045067	0.00033579	-0.00086737	0.00049364	-0.00021628	-0.0004998	0.00065169	-6.7713e-05	0.00072666	0.00087193	0.00028629
TCF3	-0.00047026	0.0064211	0.00051079	0.00091526	0.0041582	-7.9224e-05	-0.025226	-0.00029565	-5.9997e-05	0.0056795	0.00091994	-0.00040706	0.00053051	-0.0002926	-0.00049999	0.00058832	-0.0005154	-0.00025987	0.0003059	-0.00079892	0.00018557	0.048437	-0.00044329	-0.00058771	-0.0026802	0.0026736	0.0003995	0.00044915	-0.00075236	0.00096266	-0.00063058	-0.049051	0.0030299	-0.049581	2.0251e-05	0.00064742	-0.16936
RUNX2	0.00012988	0.00061849	0.033257	-0.039533	0.00068146	-9.2644e-05	0.053722	-0.090178	-0.00076438	-0.00067556	0.010099	0.00057088	0.00055324	0.00054896	-0.00077156	9.8838e-05	0.00086432	0.035357	-0.00013686	-0.00071885	-0.00075535	-0.00098007	-0.00055646	0.00051765	-0.00056822	0.0005504	-0.044048	0.00074578	-0.00025409	9.459e-05	0.00097487	-0.00021737	-0.00050351	-0.0003711	0.00057908	0.044624	-0.0003011
