	cell type: Hematopoietic stem cell_CD133+ CD34dim_to_cell type: Hematopoietic stem cell_CD38- CD34+	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Common myeloid progenitor	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Early B-cell	cell type: Early B-cell_to_cell type: Pro B-cell	cell type: Pro B-cell_to_cell type: Naïve B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cells	cell type: Naïve B-cells_to_cell type: Mature B-cell class able to switch	cell type: Naïve B-cells_to_cell type: Mature B-cell class switched	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD8+ T-cell	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Naive CD4+ T-cell	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Central Memory	cell type: Naive CD4+ T-cell_to_cell type: CD4+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Central Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory	cell type: Naive CD8+ T-cell_to_cell type: CD8+ Effector Memory RA	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: NKT	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56+ CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16+ CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Mature NK cell_CD56- CD16- CD3-	cell type: Hematopoietic stem cell_CD38- CD34+_to_cell type: Plasmacytoid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Myeloid Dendritic Cell	cell type: Common myeloid progenitor_to_cell type: Granulocyte/monocyte progenitor	cell type: Common myeloid progenitor_to_cell type: Megakaryocyte/ erythroid progenitor	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Erythroid_CD34+ CD71+ GlyA-	cell type: Erythroid_CD34+ CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA-	cell type: Erythroid_CD34- CD71+ GlyA-_to_cell type: Erythroid_CD34- CD71+ GlyA+	cell type: Erythroid_CD34- CD71+ GlyA+_to_cell type: Erythroid_CD34- CD71lo GlyA+	cell type: Erythroid_CD34- CD71lo GlyA+_to_cell type: Erythroid_CD34- CD71- GlyA+	cell type: Megakaryocyte/ erythroid progenitor_to_cell type: Colony Forming Unit-Megakaryocytic	cell type: Colony Forming Unit-Megakaryocytic_to_cell type: Megakaryocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Granulocyte	cell type: Colony Forming Unit-Granulocyte_to_cell type: Granulocyte (Neutrophilic Metamyelocyte)	cell type: Granulocyte (Neutrophilic Metamyelocyte)_to_cell type: Granulocyte (Neutrophil)	cell type: Granulocyte/monocyte progenitor_to_cell type: Colony Forming Unit-Monocyte	cell type: Colony Forming Unit-Monocyte_to_cell type: Monocyte	cell type: Granulocyte/monocyte progenitor_to_cell type: Eosinophill	cell type: Granulocyte/monocyte progenitor_to_cell type: Basophils
NUPR1	0.00073878	0.0003543	0.00049139	-1.775e-05	-0.0002565	-0.00034481	-0.00027444	-0.00014656	0.00039591	6.2967e-05	-7.3931e-05	7.0958e-05	-0.00042474	-0.00033294	0.00018253	0.00097168	-0.00025705	-0.00025744	8.1758e-05	5.4454e-05	-0.00029134	-0.00017314	-0.00029134	0.000397	2.5693e-05	-0.00042269	-0.00014142	0.00014142	-0.00040835	-7.2997e-05	0.00016474	-0.00028294	0.00041942	-0.00017752	5.9318e-05	-0.00023897	-0.00021625
ICMT	-0.00062931	-0.00067187	0.00039404	0.00066729	0.00011518	-0.066698	-0.034503	0.058952	0.001849	-0.011763	0.00041208	0.00046246	-0.00085019	-7.3451e-05	-2.4884e-05	0.0085259	-6.9499e-05	-0.0004189	-0.00041483	0.00086393	-6.8596e-07	0.00035596	-0.00065237	0.0090443	0.0009304	-0.00070848	-0.0045852	0.00034683	0.00065169	-0.0004948	9.4622e-05	-0.00088921	0.011954	-0.00086581	-0.00085345	0.0088424	0.00072411
IRF3	-0.00035552	-0.0079119	-0.008365	-0.00080401	-0.006646	0.024816	0.046342	-0.00073755	0.0078261	-0.00079461	-0.0003597	-0.00011353	0.00091562	0.00022175	-0.011326	-0.00055244	-9.8551e-05	0.0027117	0.00096248	0.00016477	-0.0007334	-0.00052263	0.00023656	0.00060399	0.008524	-0.00028453	-5.5126e-05	5.5126e-05	0.079344	-0.055924	-0.018657	0.058888	0.0043756	0.10193	-0.10636	0.0060426	-0.00068249
IRF2	0.00073167	0.00015149	-0.00037109	0.00078382	-0.0006216	-3.0758e-05	0	9.3376e-05	-0.00020393	0.00031863	0.00025406	-0.071323	0.00012258	8.2897e-05	5.6215e-06	-0.00020886	0.00056741	-0.00021971	0.00081275	-0.00074538	0.028274	0.0003284	0.00029177	-0.00021126	0.00039268	-0.00087319	0.00080503	-0.00097685	-0.00083658	8.3648e-05	-0.00076729	-0.027707	0.032249	0.00096829	-0.011728	0.00044143	-0.00085945
IRF1	-0.00029072	-0.00021451	0.0057775	0.00025428	0.0027627	1.0869e-05	0.00076087	-0.035353	0.011375	-0.0027227	0.081529	0.018011	-0.00060308	-0.00025828	-0.03382	-0.057033	0.0278	-0.00022343	-3.0059e-05	0.02352	2.2744e-05	-0.00017594	-0.00062026	0.010409	0.00091539	-0.00055694	0.042515	-0.16534	0.010645	0.0010222	0.00072782	0.033625	0.089912	-0.00089102	0.00047485	7.0062e-05	1.3784e-05
IRF7	-0.03321	-0.00044325	0.0052237	-7.0426e-05	-0.00026155	0.00039812	-0.044854	0.086237	-8.5752e-05	0.0048557	0.00041438	-0.066507	-9.5057e-05	0.014181	-0.00094799	-0.0019681	0.00065023	-0.0004863	0.00097086	0.00076259	0.0032257	0.0007894	0.00035153	-0.00017928	0.00045323	-0.022148	4.6938e-06	0.042157	-6.1396e-05	-0.0002726	1.5813e-05	0.00052001	0.0262	0.00012297	0.0003481	0.00058813	0.00056097
IRF5	0.00066301	0.0029934	-0.0010071	0.078986	-0.030423	-0.045781	2.9751e-05	-0.060223	0.0086135	-0.0002843	0.014162	-0.031084	-0.0046137	-0.0008425	0.00037416	-0.13839	0.00097861	-0.11297	0.00082999	-9.7579e-06	0.00010236	0.012379	-0.0011101	0.0025697	-0.0007906	0.00086504	0.00039026	0.00033113	0.00067586	0	-0.032724	-0.00021574	-0.00023431	0.00035507	0.019841	0.013151	-0.00090827
IRF4	0.00034871	0.00082871	-0.00020067	0.036425	-0.031979	-0.0018355	0.013851	-0.0020812	0.018688	0.00043731	0.00065224	-0.00019077	-0.00058071	0.0004587	0.00051573	1.9006e-05	-0.014984	0.00019717	0.00071196	-0.00033908	0.044677	0.010234	0.00099308	-0.00019393	-0.00030974	0.023072	-0.00042356	-0.040347	-0.0008014	0.00098738	-0.010932	0.00054513	0.00026454	-0.0090032	-0.0049702	0.00030574	-0.049105
TBP	0.011233	0.048656	-0.00072977	-0.0043672	-0.0001954	0.0017995	-8.9971e-05	-0.00061697	0.00034231	-0.0005234	0.037919	9.1935e-05	0.00092037	-0.00052313	-0.00088893	0.0063869	0.00051665	-0.00043909	-0.00086772	0.00043371	-0.035896	-0.059911	-0.033029	0.00041357	7.4637e-05	-0.015066	-0.02927	0.0014977	-0.00094576	0.00036626	0.00010847	0.00032814	-0.00058945	-0.00075068	0.00050997	-0.00084019	0.00066889
IRF9	0.0004198	-0.00053531	0.00021208	0.00071214	0.00083109	-0.00096926	-0.00086241	0.040213	-4.5103e-05	0.0018301	-0.00024695	0.0001487	0.00021114	0.0006148	-0.00081278	0.010071	0.00072869	-0.06633	0.00066964	-0.0002646	0.068008	0.00078399	0.00012007	-0.00073266	0.0001403	-0.00082668	-0.00037887	0.11713	-0.00013386	0.00073296	0.00021599	0.00032521	0.015408	-7.5282e-05	0.00061263	-0.00046561	0.00021877
IRF8	-0.085719	-0.00037299	0.042896	-0.043603	-0.00086489	-0.00038382	-0.0008052	0.00045094	-0.0055254	0.0044977	-0.00036172	0.00026907	-0.00037928	-0.0031514	0.065021	-0.00032485	0.046847	-0.00068949	-0.027146	-0.020988	0.088242	0.011861	-0.00044634	0.00064957	0.039721	-0.027523	0.051792	-0.00095492	0.0039636	-0.041685	-0.033064	0.00050195	0.0063521	0.00028182	-0.0071125	0.00051573	-0.00084395
MEF2C	-0.00058467	0.00050851	-0.00095435	-8.8481e-05	0.00050132	-0.00052993	-0.00035985	0.019876	5.8513e-05	2.7547e-06	-0.00045393	-0.013029	-0.00063431	0.025712	0.0092026	-0.00022909	0.02366	-0.00013319	0.00048474	-7.1134e-05	0.00055609	-0.00042435	-1.1885e-05	-0.00069743	-0.00023167	-0.00050898	0.00054109	0.00028673	-0.00011554	-0.058907	0.00015297	-0.00046969	-0.00021862	-0.00044905	-0.00048609	1.2343e-05	0.00068108
MEF2A	-0.064976	-0.010292	-0.00087338	0.00046059	-0.00067287	0.00039081	-0.00026595	-0.00082409	-0.014307	-0.00054865	0.00011887	-6.7547e-05	0.013292	-0.0007762	-4.6978e-06	0.082457	0.00065155	-0.00069744	-0.00038002	-0.0001729	-0.00097943	0.00011613	3.404e-05	-9.0531e-05	0.00076021	-0.00080231	-0.0001878	-0.082904	0.00052758	0.00068777	0.00028472	0.0097057	0.0027005	0.00062653	4.752e-05	0.00030523	0.18221
CREM	0.035095	0.042367	-0.064088	0.13227	-0.068062	-0.029607	-1.9496e-07	6.911e-05	0.00067091	-0.00027766	-0.00079819	0.00038243	0.054345	-0.00066941	-0.00032128	0.00011671	0.00043368	0.00065202	-0.00010316	-0.00014561	-0.029738	-0.031735	1.9639e-05	-0.053822	-0.03568	0.083311	-0.00029766	0.00024932	-0.013463	0.0008208	-0.00060093	-0.00034653	-0.0020043	-0.00086491	-0.00088365	-0.0002198	-0.00051218
MEF2D	0.00029556	-0.00087242	0.00089078	-0.00051213	-6.5957e-05	-0.00060826	-0.00079808	6.5006e-05	0.00036465	-0.00022011	-0.00033889	-7.5454e-05	0.00015428	-0.00074121	0.043744	-0.00015246	-0.00010011	0.00028101	0.00035508	0.00028622	-0.00090362	-0.00021727	0.00056639	0.00018774	-0.00058346	0.00040618	0.00014904	-0.000447	9.7079e-06	-0.00054795	0.00072826	0.15128	-0.36956	0.00088601	0.00084339	8.8908e-05	-0.018009
PDX1	0.00012615	0.0006022	-0.00081301	-0.00028042	-0.0097066	0.0001799	0.043881	0.00089005	0.00083721	-0.00058397	0.00045782	0.00019245	-0.00094706	-0.00098863	0.099779	-0.00093655	0.0011081	-0.02948	-0.00064911	0.00063784	0.00058532	-0.0068641	-0.00028342	-0.010669	0.036688	-0.00055736	0.058983	-0.10357	-0.037401	4.9957e-05	-0.00027093	0.00084516	9.6326e-06	0.00090975	2.3245e-05	0.00070858	0.0005434
MAF	-0.00046241	-0.00062674	0.00028601	0.00065703	0.00080863	-0.00067332	-0.024648	-0.21853	0.00051914	-0.00058727	8.3189e-05	-0.00018573	0.00045058	0.00053928	-0.0008334	0.00076062	-0.00050994	0.00057861	0.00088129	0.00011493	-0.0008857	-7.0703e-05	0.00033409	0.00020271	-0.0017042	0.00098192	-0.00043855	0.00029148	0.00087391	-0.00028963	0.00054086	-0.00069004	0.00033876	-0.00045723	0.00064474	0.00019588	-0.00058318
CREBBP	0.00056741	-0.00096875	-0.0005605	0.030227	-0.00065758	-0.00018723	-0.10536	-0.00064554	-0.018694	0.0006301	-0.00015813	0.00030825	0.049766	-0.00081872	0.0004609	0.00047481	-0.00023105	0.00047197	0.00093057	-0.019947	-0.00052484	0.031108	-0.00017164	0.022871	0.00085585	-0.073249	0.049643	-0.00023914	0.00023658	-0.0009364	-0.030187	0.00068671	-0.00016455	-0.026189	0.0007325	-0.089138	7.7735e-05
HDAC1	-0.020502	-0.00054971	-0.079851	0.00066091	0.074467	-0.00061261	-0.0002921	0.0001718	-0.00036747	-0.00042908	-0.0001159	0.0001154	0.00023501	-0.00037429	0.00042444	-0.00017525	0.00014103	0.00010797	-0.00023261	0.00011207	-0.00046398	0.00012862	-0.00025433	-0.00039216	-0.0001852	-0.00044974	0.0088937	0.00045842	0.00025906	-0.00047477	-0.00052763	0.00065673	-9.9359e-05	-0.00051466	0.00049412	-4.2023e-05	-4.0479e-05
HDAC3	-0.00067185	0.00057409	0.00052858	-0.001149	-0.0094651	0.00023763	0.0094933	0.07813	6.4681e-05	0.0011838	-0.00052711	-9.4341e-05	-0.0035968	0.00080136	-0.00073748	-0.00063125	0.00083031	-0.00044298	-0.00052472	0.00068759	-0.0012094	-0.0095865	0.027225	-0.028993	0.0005586	0.00058019	0.00042085	-0.020361	-0.00061848	0.0008082	0.00099041	0.00045653	-0.00052423	0.0052973	0.0030677	-7.9564e-05	0.030708
ZNF335	-0.00010696	-0.0019556	-0.00091262	0.00093632	-0.00016091	-0.00021825	0.00018709	-0.000448	-0.00078295	0.0095557	3.9496e-05	-0.043047	0.00023206	0.00058889	0.0085774	0.00037343	-2.4777e-05	-0.00031058	-0.00018286	-0.00019227	-0.0030989	0.00089491	0.0001394	0.0001364	0.00061222	-0.00065768	0.00084745	0.046885	0.00096341	-0.00080497	-0.00069837	0.0003125	0.00088424	0.00029438	-0.00012156	6.304e-05	0.00022789
HDAC5	-0.00030122	0.00044551	0.066241	-0.067139	0.00087863	0.00048304	1.4869e-05	-0.00010519	0.00032494	0.00030585	0.10058	-0.0005484	0.00032299	0.00028082	0.0003616	0.00030218	-0.00078803	0.00083637	0.0033005	0.0031841	-0.00097179	-0.00013543	-0.00014919	-0.001801	-0.0003523	-0.000253	0.092994	-0.0053971	0.00046352	0.000129	-1.3763e-05	-0.00044769	0.00042269	0.00049129	-0.00018675	-0.00018388	-0.036664
HDAC4	-0.00011647	-0.013394	0.0016082	-0.0049651	0.00034075	0.00027482	-0.00075525	-0.00046926	-0.00069528	8.8046e-05	-0.0036917	8.9195e-05	3.3919e-05	-0.00095343	0.00029305	-0.01192	-0.00038959	0.00066384	-8.8729e-05	0.00030828	0.00066781	0.0095303	0.00039988	0.00034919	-0.0018517	0.00030295	0.066224	-0.10529	0.0004654	-0.000411	-0.00053961	0.00057366	0.00097499	0.024308	0.00085201	-0.00087621	0.00097656
HDAC7	0.00088552	0.001384	-0.0098114	7.0936e-05	0.00012941	0.10871	0.00020072	-0.015945	-0.012224	9.4491e-05	-0.085408	0.098951	0.00083273	-0.0042963	-0.011856	0.0002464	-4.0571e-05	-0.00033762	0.00093504	7.6625e-06	0.017753	0.0046814	0.00029166	0.0006422	-0.011868	0.00044549	-0.014662	0.064972	0.003807	-0.027872	0.050668	-0.035644	-0.000254	-0.0068456	0.0058659	-0.091763	0.0094339
CLOCK	1.6923e-05	-0.00017457	-0.0041363	0.00061309	0.00027357	0.01087	-0.00059405	0.078955	-0.01095	0.00023413	-0.071452	-0.00020743	9.6949e-05	-0.00048497	-0.0010037	0.028084	0.017627	-0.00017426	-0.00090499	0.00049202	-0.00012401	0.00067213	-0.00061486	0.00061562	0.00077772	1.6872e-05	-0.00082126	0.00081919	-9.1004e-05	0.011027	-5.6273e-05	0.00048922	8.8241e-05	-0.00068344	-0.00017027	0.00074619	-0.00069273
HDAC9	-0.023296	9.3737e-05	0.00082539	-0.016877	0.00082752	-0.00086848	-0.00029054	0.00013804	0.00017504	-0.0038603	0.00022929	0.00020076	0.00046495	-0.00097143	-0.00022444	-0.00042948	-8.1413e-05	-0.00029275	-0.00036257	-0.00058381	-0.00067755	0.00042144	2.1567e-05	-0.0005973	3.8363e-05	-0.00014018	-0.00070371	0.00070371	-0.00038405	-0.00075937	-0.001123	-0.00099819	0.00034289	1.0716e-05	-0.00072619	7.9412e-05	-0.00061755
ONECUT1	-0.00015301	0.008887	-0.064509	0.074085	-0.023806	0.089802	-4.1148e-05	-0.0033797	-0.00050241	0.018654	-0.00046184	-0.00020493	0.018148	0.011893	-0.048636	0.00017023	0.000917	-0.020068	0.00059731	-0.044395	0.00034167	-0.00072221	-0.00065153	-0.00012359	-0.00018884	0.00013621	-0.00043113	0.00011096	0.00086902	-8.7533e-05	-0.050367	0.079713	-0.00026641	-0.00023069	-0.00096746	4.8472e-06	0.00042537
ATM	-0.00088272	0.00060552	-0.00037641	-0.00021186	2.241e-06	-0.00052174	0.041253	0.00030705	-0.0007177	-0.0001571	0.00067225	6.9487e-06	-2.7416e-05	-0.042796	0.00089999	0.010689	0.010611	7.6151e-05	0.00053677	0.00021453	0.025446	0.00084587	-0.00078317	0.001207	-0.00086554	-0.056118	0.30687	-0.21804	0.025079	7.7888e-05	6.9291e-05	0.00093117	0.00080411	0.00083361	-0.08807	-0.00014752	-5.3891e-05
TCERG1	0.00042796	0.00015758	0.00025292	-0.00036037	0.00062054	-0.00085077	0.00048207	-0.00073775	-0.00018819	0.0008313	-0.001169	-0.00088206	0.00073113	0.0006795	0.00051874	-0.00033768	-0.00039705	-0.00033768	-0.00062975	0.00049371	-0.00012667	0.00035089	0.00032704	-0.033072	0.032589	-0.00034045	-0.00075488	0.00075402	-0.00034525	6.7413e-05	-0.00092381	-0.00060969	-0.00049053	-8.3099e-06	-0.00083784	-0.00037797	-0.00025028
ZFHX3	0.00078359	0.0007281	-0.00053555	0.00012307	0.00027121	0.00029047	0.00014142	-4.1274e-05	1.4961e-07	1.3164e-05	-8.8033e-05	-0.00032031	-0.00092543	-0.00040662	0.00098683	0.00069643	-0.00013763	1.5349e-05	0.00021819	0.009619	0.00065692	-0.00075827	0.00067027	0.00029878	-0.00046471	0.00070809	-0.00027829	0.00055842	0.00094991	-0.090396	-0.00083706	0.00085357	0.026734	-0.00080028	0.00081552	3.0319e-05	-0.00095597
MXD1	-6.2939e-06	0.00017565	-0.00082857	0.00043553	-0.00029446	0.00072221	0.085674	-0.0028107	-8.2702e-05	-0.00035428	0.00033317	0.00036057	-0.00020905	8.8995e-05	0.00056708	0.00071914	0.00046381	-0.00011836	-0.00017787	0.00013946	-0.00018978	-0.0001834	-2.0044e-05	-0.00081122	-0.00047601	0.0012922	-0.00015467	-7.1135e-05	-0.00028176	0.00019815	-0.00024524	-0.00062434	2.0624e-05	-0.00023696	0.000251	-0.00015812	0.00048161
GREB1	-0.00082625	9.0206e-05	0.00047732	0.0003916	-0.0016043	0.00018283	0.00034758	-0.00041887	0.00082563	-0.00039489	0.00091557	-0.00049097	3.6714e-06	-0.0004737	-0.00029656	-0.00010573	0.00049714	-7.6232e-05	0.00041003	-0.00034506	0.00032454	-0.00017137	-0.0081652	0.0004896	0.00059325	-0.00094054	0.0079417	0.00042308	0.00017342	3.4544e-05	0.00031523	-0.00023759	-1.0097e-05	0.00032392	-0.027126	-8.1301e-05	-0.00010365
PHOX2B	-4.9027e-05	0.0007024	0.00062623	-0.00018339	-0.0004663	-0.00050036	-0.00029909	0.010436	0.0010325	-0.00077628	-0.00030245	0.033729	-0.046762	-2.6565e-06	-0.00080751	-0.00064077	0.00037997	0.018593	-0.00032254	0.00010981	-1.6392e-05	-0.001025	0.00045334	0.0010043	-0.00020511	0.0076755	-0.041757	0.042334	0.00019919	0.00090185	0.00040822	-0.00040065	0.00017232	-0.00087497	-0.00019958	-0.00043847	0.0048567
ZBTB17	-8.2334e-05	0.00059043	0.0032776	-0.00028718	5.1459e-05	-0.00067258	-0.0054776	-0.00017968	0.015758	-0.048277	-0.00034439	0.04591	1.2927e-05	-0.021989	-0.021897	0.025041	-2.9908e-05	-0.0016738	0.00015507	-0.00016735	0.00010393	-0.0031666	0.045379	-0.048296	0.00046978	0.00038244	-0.00081603	-0.00039497	-0.076357	0.00021962	-0.00017307	0.0001769	0.010952	-4.3877e-06	0.00032342	0.00028552	-0.032885
ZBTB16	0.00065983	0.0024871	0.00035992	0.00063481	0	-0.00073686	-0.0003992	0.00043756	0.00092763	-0.0005761	0.00068742	-0.00032904	-0.00017604	0.00064209	-0.00095365	0.00087482	-0.00049157	-0.0006523	0.068168	0.00077699	-0.033962	-0.00085551	-0.00032226	-0.0001341	-0.00017198	-0.0005845	0.012208	-0.00014724	-0.0008092	0.00049084	-0.00064434	-0.00047119	0.00062843	0.00034764	-7.7579e-05	-0.0015565	0.039786
ZNF341	0.00079545	-0.00012966	0.0074888	-0.00044022	-0.0026926	-0.00082082	-0.00011767	8.2259e-05	-4.8748e-05	0.00016422	-0.00028306	-6.0027e-06	0.00043024	-0.0016036	0.00093855	-4.8821e-05	0.00018781	-0.038008	-0.00021173	0.00012974	0.00094436	0.00016309	0.00028586	-0.00084751	0.0008337	-0.00017936	0.00022736	-0.00023914	-0.00087628	0.00031878	-0.00013575	1.1106e-05	-0.0001248	-0.00035388	-0.00019045	-0.00013289	-0.00074579
USF2	-0.00025728	0.0054735	-0.010217	0.00081569	0.00027278	0.02297	0.0002264	0.00074073	0.020082	7.0334e-05	0.00010405	-0.022873	0.0016394	0.00069819	-0.02706	-0.00054721	-0.00027165	-0.00023229	-0.00053024	-0.015685	0.082863	-0.017849	0.00061494	0.011504	-0.028204	0.00094955	0.00027195	0.0003332	-7.5005e-08	0.056726	0.086461	-0.039499	0.00015158	0.0020204	-0.00055369	0.037644	-0.00085766
IFI16	0.032538	-0.081231	0.00087388	0.00037987	-0.025406	0.00034024	-0.00060211	0.00021696	-0.010205	-0.00019637	-0.00052399	-0.0030853	-0.0052893	0.0022046	0.0003719	0.00041963	-0.00074242	0.00022238	0.00068033	-0.084752	0.046184	0.05724	0.11025	0.00093556	-0.044284	-0.00077615	-0.0077569	-0.00010683	-0.052996	0.039172	0.00098455	0.028485	0.02127	0.0016683	-0.00091764	-8.8016e-05	4.4853e-05
USF1	6.7615e-05	0.014053	-0.02507	0.00038361	0.00044026	0.0076669	-0.00042185	0.013408	-0.00022565	0.045698	-0.00032828	-0.00052971	-0.00088364	-0.014187	-0.00037978	-0.0059624	0.00087258	0.020432	-0.00025666	-0.0008698	0.00068692	0.00039842	0.0001912	0.00074688	-0.041823	0.0008911	-0.00021637	0.047246	8.2808e-06	-0.031416	-0.00050424	-0.00039418	-0.012602	-0.034688	0.00050588	-0.015236	0.00065585
CRX	9.5715e-05	-0.00024203	-0.00042918	0.00040751	-0.00010343	2.2787e-06	-0.00092974	0.00083998	-0.00014761	-0.00012283	4.1259e-05	-0.00027337	-0.00044844	2.478e-05	-0.00021265	-0.00015539	0.00042101	0.00015373	0.00024399	0.00073944	-0.0001728	-5.2263e-05	0.00031817	-0.00019897	0.0001372	0.00038543	-0.00053213	0.00030586	-0.00010976	-8.921e-05	0.00017141	-0.0003726	-0.00046132	-0.00070215	0.00081478	-0.00082295	0.069032
E2F6	-0.013227	-0.010901	-0.015813	0.00049785	-0.00029639	4.1262e-05	0.000349	0.0023161	-3.5112e-05	0.00091547	-0.00022417	-0.00011601	-0.00092669	-5.8049e-05	-0.00013782	-0.0014176	0.00053779	0.0012084	-0.0091435	-0.019576	-2.4214e-05	0.00091452	-0.026456	0.01953	-0.00078758	-0.032193	0.063871	-0.0008965	0.02716	-0.00035904	0.00018834	-0.014173	0.013045	-0.00067195	0.054392	-9.5314e-05	0.00048209
ASCL1	0.095155	0.011517	1.8992e-05	-0.0051877	-0.00020903	-0.00090042	0.00020903	0.044606	-0.00024839	-0.023025	0.00037104	8.5272e-05	-7.4606e-05	7.2934e-05	-0.00023889	-0.00069575	-0.00019747	6.9814e-05	-0.00032452	-0.00084925	0.00089645	-0.019038	2.2264e-05	-0.016724	0.00039035	-0.00037421	-0.00030453	-0.023251	0.00030503	0.00049417	0.00089848	0.00077325	-0.020173	0.00060636	0.00045367	0.00022928	0.00015616
VTN	0.00096405	0.01636	3.1801e-05	-0.00026633	-0.00012278	-0.023844	-7.0775e-06	2.943e-06	0.038628	-0.00042887	0.00060268	0.00019435	-0.077011	-0.038814	0.00038538	0.00062315	-0.035931	-0.00023453	0.00038908	-0.00021538	-0.00059782	-0.017304	-0.00010349	-0.016506	0.00029196	-0.00027568	-0.00020152	-6.9611e-05	-0.00023822	0.00046587	-0.0003783	-0.00023647	0.0017719	0.00011043	-0.00052932	0.00070973	-0.00060659
ENO1	0.00096526	-4.8541e-05	0.00057231	-0.013769	0.0054299	-0.0002972	0.00021619	-0.00037937	0.00048796	-0.00030304	0.00042112	0.00016263	-0.00062838	-0.017048	-0.00088992	-0.00014217	0.0003883	-0.00014041	0.0005622	-0.00022563	-0.00011284	0.0016091	0.00051871	0.027452	9.8175e-05	-0.0006627	-0.00014389	-0.00067982	-0.00095088	0.0003403	-0.00088877	-0.00093846	0.00036498	-0.00012468	0.0006805	0.00033332	0.00069216
FOXL2	-0.0064803	-0.00048242	-0.00018408	0.030679	-0.00078334	-0.014256	-0.028623	-0.00038737	0.04352	-0.00046851	0.035575	0.00044635	-0.024272	-0.00050775	-0.00030936	-0.00083254	-2.6701e-05	-6.9343e-05	0.011037	0.00054294	0.03212	0.00014044	0.05582	-0.00070081	-0.00038089	-0.040757	0.00086766	0.0002935	-0.04901	0.00017636	0.00032054	0.0034612	0.00069517	0.012445	0.0022692	0.032376	0.029212
HIF1A	5.37e-05	-0.00047381	-0.00082294	0.00027605	0.00097041	-0.00026823	-0.0001202	2.3368e-05	-0.00028066	-0.00053775	0.0075311	0.038382	-0.0037467	-0.0041964	-0.01567	0.00048838	0.010379	0.01733	-0.00033615	0.00023778	-9.1576e-06	1.1331e-05	-0.00032282	-0.0008115	0.0021326	-0.023521	0.029593	-0.014465	0.00907	-0.033637	-0.00090111	0.012448	0.00088897	-0.00063433	0.00025947	0.00028427	-0.021392
SATB1	-1.8087e-05	-0.00075024	-0.00033682	6.2919e-05	0.00021052	0.00063704	-0.00011338	-0.00013813	-0.00037242	-0.00026172	-0.095562	0.00046267	7.4809e-05	-0.0009121	-9.8273e-05	-0.00077131	0.00053247	0.036867	0.00064873	0.00023502	-0.00042162	0.00051778	0.00054874	0.00036055	-0.00036762	0.00011506	0.00012418	-0.00023196	0.00055458	-0.00050532	2.9971e-05	-0.028012	-0.00026832	0.00022022	0.00086058	-0.00074663	0.00055427
NFKB1	0.00070503	-0.00061751	-0.014377	0.05301	-0.054298	-0.00085896	0.00053291	0.018124	0.00092601	0.015454	-0.00050296	0.00045194	0.00021493	0.0083674	-0.020419	-6.598e-05	-0.00069755	-0.0049743	-0.0093968	-0.0050264	0.00061611	0.00024967	0.00061611	6.3285e-05	0.00028129	0.00042727	-0.0081412	0.031146	5.5929e-05	6.985e-05	0.00040642	4.3747e-05	0.00096897	0.016986	-0.020123	0.014145	0.00075781
EP300	-0.00021404	0.022362	0.00022666	0.00043347	-0.030434	-0.0060611	-0.00027148	0.011326	0.046866	-0.00074223	-0.00055524	3.5135e-05	-0.10152	-0.013467	0.00036949	0.033316	-0.11453	-0.00069126	-6.1497e-05	0.00032993	0.00068246	-0.0055953	-0.00056717	-0.058401	0.00092655	-0.00018354	0.00020713	0.023732	0.014599	-0.048348	-0.06296	0.12069	-0.00013142	-0.012489	-0.00091402	-0.00093395	0.0090962
UHRF1	9.3776e-05	-0.010188	-0.0072467	0.00041799	0.00053176	0.0003634	-0.0037302	0.0015377	0.00028889	-0.00047172	-0.00092744	0.00026366	-0.045579	-0.00038296	-0.00092069	-0.00042368	0.00018336	-0.015393	-0.00029036	0.00061119	-0.026121	-0.00049639	-0.00072398	0.00052338	0.00078625	-0.00099132	0.00078505	-0.00099845	0.00091046	-0.00049741	-0.00067496	-0.00068553	-0.00041688	0.0042708	0.00037718	0.00068605	-0.00034134
